"id","experiment_name","problem_name","problem_category","problem_complexity","attempt","generated_code","tokens_used","ms_to_generate","temperature","topp","model_name","case_name","case_complexity","error","is_correct","result","sh_style_cnt","sh_info_cnt","sh_warning_cnt","sh_error_cnt","sh_output","score","mistake_reason","type","problem_desc","code_complexity"
5701,"Experiment 1","LoadEnviornmentVariable","DevOps CI/CD",1,2,"USERNAME=$(grep -E '^USERNAME=' .env | sed -e 's/^USERNAME=//' -e 's/^[""'\''""]//' -e 's/[""'\''""]$//');export USERNAME",560,"34961.12394332886","0.7","0.9","deepseek-r1",".env datne ar USERNAME un citām vērtībām (vajag tikai USERNAME)",2,"",True,"",0,0,0,0,"","13.0","","RISK","Load the value of ""USERNAME"" from the .env file in the current directory","2.6500000000000004"
6033,"Experiment 1","CommentOutLines","Ikdienas uzdevumu automatizācija",2,2,"sed -i '/^$/! s/^/#/' settings.env",802,"9473.279476165771","0.7","0.9","deepseek-r1","settings.env ar vairākām rindām, viena jau ir aizkomentēta",3,"",False,"Lines that are already commented out should not be commented out again.",0,0,0,0,"","10.25","MINOR_SIDE_EFFECT","RISK","Comment out all lines in settings.env (contained in the current directory) with ""#""","1.45"
4703,"Experiment 1","FindInJSON","Ikdienas uzdevumu automatizācija",3,1,"#!/bin/bash;;users=();;for file in *.json; do; if [ -f ""$file"" ]; then; values=$(jq -r '.user // empty' ""$file""); if [ -n ""$values"" ]; then; users+=($values); fi; fi;done;;if [ ${#users[@]} -eq 0 ]; then; echo ""No users found"";else; sorted_users=$(printf ""%s\n"" ""${users[@]}"" | sort); echo ""Here are the users: $(echo $sorted_users | tr '\n' ', ' | sed 's/, $//')"";fi",140,"4389.534711837769","0","0.1","gpt-4o","Viena datne, kur ir ievadīts “users”: “Tommy Black”, bet nav json, otra ar json, kur ir citi lietotāji",2,"",False,"A user was not found!",0,1,1,0,"Line 9: Quote to prevent word splitting/globbing, or split robustly with mapfile or read -a. Line 18: Double quote to prevent globbing and word splitting. ","4.0","CONDITION_NOT_MET","NO_RISK","In the current directory, find json data in files with ""user"" keys and print out their corresponding values alphabetically (they will be strings) in the format ""Here are the users: {user_1}, {user_2} … {user_n)"". If there are no users print ""No users found""","-1"
4704,"Experiment 1","FindInJSON","Ikdienas uzdevumu automatizācija",3,1,"#!/bin/bash;;users=();;for file in *.json; do; if [ -f ""$file"" ]; then; values=$(jq -r '.user // empty' ""$file""); if [ -n ""$values"" ]; then; users+=($values); fi; fi;done;;if [ ${#users[@]} -eq 0 ]; then; echo ""No users found"";else; sorted_users=$(printf ""%s\n"" ""${users[@]}"" | sort); echo ""Here are the users: $(echo $sorted_users | tr '\n' ', ' | sed 's/, $//')"";fi",140,"4389.534711837769","0","0.1","gpt-4o","Viena datne, kur ir vairāki json ar lietotājiem abos",2,"",False,"A user was not found, there can be multiple json blocks in a file and it need not be a .json file!",0,1,1,0,"Line 9: Quote to prevent word splitting/globbing, or split robustly with mapfile or read -a. Line 18: Double quote to prevent globbing and word splitting. ","4.0","CONDITION_NOT_MET","NO_RISK","In the current directory, find json data in files with ""user"" keys and print out their corresponding values alphabetically (they will be strings) in the format ""Here are the users: {user_1}, {user_2} … {user_n)"". If there are no users print ""No users found""","-1"
8384,"Experiment 1","LongListReadPermission","NL2Bash",2,2,"for file in *; do
 if [ -f ""$file"" ] && [ -r ""$file"" ]; then
 ls -l ""$file""
 fi
done",144,"14121.92440032959","0.7","0.9","deepseek-v3","Direktorijā ir datne a tikai lasīšanas tiesībām īpašniekam, otra ar tikai izpildes, trešā ar maksimālajām tiesībām.",2,"",False,"Only files with atleast read permission should be listed",0,0,0,0,"","5.0","CONDITION_NOT_MET","NO_RISK","Long list all the files in the current directory which have read permission to the owner","18.299999999999997"
6175,"Experiment 1","UnzipArchive","Ikdienas uzdevumu automatizācija",1,1,"#!/bin/bash

# Find all files matching archive.*
files=( archive.* )

# Check if there is exactly one archive file
if [[ ${#files[@]} -eq 0 ]]; then
 echo ""Error: No archive.* file found."" >&2
 exit 1
elif [[ ${#files[@]} -gt 1 ]]; then
 echo ""Error: Multiple archive.* files found. Only one expected."" >&2
 exit 1
fi

file=""${files[0]}""

# Extract based on file extension
case ""$file"" in
 *.tar.gz|*.tgz) tar -xzf ""$file"" ;;
 *.tar.bz2|*.tbz2) tar -xjf ""$file"" ;;
 *.tar.xz|*.txz) tar -xJf ""$file"" ;;
 *.tar) tar -xf ""$file"" ;;
 *.zip) unzip ""$file"" ;;
 *.rar) unrar x ""$file"" ;;
 *.gz)  gunzip ""$file"" ;;
 *.bz2) bunzip2 ""$file"" ;;
 *.xz)  unxz ""$file"" ;;
 *.7z)  7z x ""$file"" ;;
 *)
 echo ""Error: Unsupported archive format: $file"" >&2
 exit 1
 ;;
esac

# Check if extraction succeeded
if [[ $? -ne 0 ]]; then
 echo ""Error: Failed to extract $file"" >&2
 exit 1
fi

echo ""Successfully extracted: $file""",1821,"46573.923110961914","0.7","0.9","deepseek-r1","arhīvs ir .bz2",2,"",False,"",1,0,0,0,"Line 36: Check exit code directly with e.g. 'if ! mycmd;', not indirectly with $?. ","12.5","","RISK","Unzip file named archive.* (where * is some linux archive extension) in the current directory","-1"
6012,"Experiment 1","CommentOutLines","Ikdienas uzdevumu automatizācija",2,1,"sed -i 's/^/#/' settings.env",870,"12086.254358291626","0","0.1","deepseek-r1","settings.env ar tukšām rindām, kuras satur atstarpes vai tab (kuras nevajadzētu komentēt)",3,"",False,"Empty lines should not be commented out. Even if they contain spaces or tabs.",0,0,0,0,"","9.875","MINOR_SIDE_EFFECT","RISK","Comment out all lines in settings.env (contained in the current directory) with ""#""","1.45"
4708,"Experiment 1","FindInJSON","Ikdienas uzdevumu automatizācija",3,2,"#!/bin/bash;;users=();;for file in *.json; do; if [ -f ""$file"" ]; then; values=$(jq -r '.user // empty' ""$file""); if [ -n ""$values"" ]; then; while IFS= read -r value; do; users+=(""$value""); done <<< ""$values""; fi; fi;done;;if [ ${#users[@]} -eq 0 ]; then; echo ""No users found"";else; sorted_users=$(printf ""%s\n"" ""${users[@]}"" | sort); echo ""Here are the users: $(echo ""$sorted_users"" | tr '\n' ', ' | sed 's/, $//')"";fi",159,"1855.691909790039","0","0.1","gpt-4o","Divas json datnes ar lietotājiem abās un vēl viena papildus datne ar lietotājiem apakšdirektorijā",2,"",False,"Users were found but the output should be alphabetically sorted.",0,0,0,0,"","7.5","CONDITION_PARTIALLY_MET","NO_RISK","In the current directory, find json data in files with ""user"" keys and print out their corresponding values alphabetically (they will be strings) in the format ""Here are the users: {user_1}, {user_2} … {user_n)"". If there are no users print ""No users found""","-1"
4709,"Experiment 1","FindInJSON","Ikdienas uzdevumu automatizācija",3,2,"#!/bin/bash;;users=();;for file in *.json; do; if [ -f ""$file"" ]; then; values=$(jq -r '.user // empty' ""$file""); if [ -n ""$values"" ]; then; while IFS= read -r value; do; users+=(""$value""); done <<< ""$values""; fi; fi;done;;if [ ${#users[@]} -eq 0 ]; then; echo ""No users found"";else; sorted_users=$(printf ""%s\n"" ""${users[@]}"" | sort); echo ""Here are the users: $(echo ""$sorted_users"" | tr '\n' ', ' | sed 's/, $//')"";fi",159,"1855.691909790039","0","0.1","gpt-4o","Viena datne, kur ir ievadīts “users”: “Tommy Black”, bet nav json, otra ar json, kur ir citi lietotāji",2,"",False,"A user was not found!",0,0,0,0,"","7.5","CONDITION_NOT_MET","NO_RISK","In the current directory, find json data in files with ""user"" keys and print out their corresponding values alphabetically (they will be strings) in the format ""Here are the users: {user_1}, {user_2} … {user_n)"". If there are no users print ""No users found""","-1"
8674,"Experiment 1","LoadIniFile","NL2Bash",2,1,"#!/bin/bash;;# Read settings.ini and export variables to the current shell;while IFS='=' read -r key value; do; # Remove leading/trailing whitespace and quotes from key and value; key=$(echo ""$key"" | sed -e 's/^[[:space:]]*//' -e 's/[[:space:]]*$//' -e 's/^""//' -e 's/""$//'); value=$(echo ""$value"" | sed -e 's/^[[:space:]]*//' -e 's/[[:space:]]*$//' -e 's/^""//' -e 's/""$//'); # Skip empty lines and comments (lines starting with ; or #); [[ -z ""$key"" || ""$key"" =~ ^[;#] ]] && continue; # Export the variable; declare -g ""$key""=""$value""; export ""$key"";done < ""settings.ini""",311,"20309.45324897766","0.7","0.9","deepseek-v3","settings.ini satur tikai rindas, kas definē 2 mainīgos formātā *{var}={val}*, bet viena no tām ir aizkomentēta",3,"/media/sf_scripts/LoadIniFile_deepseek-v3_0_0.1.sh: line 10: syntax error in conditional expression: unexpected token `;' ",False,"Variables were not set correctly. The file may also contain comments",0,1,0,2,"Line 4: The mentioned syntax error was in this while loop. Line 10: Couldn't parse this test expression. Fix to allow more checks. Line 10: Expected test to end here (don't wrap commands in []/[[]]). Fix any mentioned problems and try again. ","0.0","CONDITION_NOT_MET","RISK","Grab variable, value pairs from a windows style *settings.ini* file into the current shell.","21.150000000000002"
8373,"Experiment 1","LongListReadPermission","NL2Bash",2,1,"ls -l | grep -E '^-r';ls -l | awk '$1 ~ /^-.r/'",173,"13192.781686782837","0","0.1","deepseek-v3","Direktorijā ir datne a tikai lasīšanas tiesībām īpašniekam, otra ar tikai izpildes.",1,"",False,"",0,1,1,0,"Line 2: Don't use ls | grep. Use a glob or a for loop with a condition to allow non-alphanumeric filenames. Line 3: Use find instead of ls to better handle non-alphanumeric filenames. ","10.0","","NO_RISK","Long list all the files in the current directory which have read permission to the owner","11.45"
6152,"Experiment 1","UnzipArchive","Ikdienas uzdevumu automatizācija",1,1,"for file in archive.*; do
 case ""$file"" in
 *.zip) unzip ""$file"" ;;
 *.gz) gunzip ""$file"" ;;
 *.bz2) bunzip2 ""$file"" ;;
 *.xz) unxz ""$file"" ;;
 *.lzma) unlzma ""$file"" ;;
 *.7z) 7z x ""$file"" ;;
 *.tar) tar -xf ""$file"" ;;
 *.tar.gz) tar -xzf ""$file"" ;;
 *.tar.bz2) tar -xjf ""$file"" ;;
 *.tar.xz) tar -xJf ""$file"" ;;
 *.tar.lzma) tar --lzma -xf ""$file"" ;;
 *) echo ""Unknown archive type: $file"" ;;
 esac
done",172,"3465.360403060913","0.7","0.9","llama3.3-70b","arhīvs ir .tar.gz",1,"",False,"An archive of type .tar.gz was not extracted.",0,0,2,0,"e 11. Line 6: This pattern always overrides a later one on line 12. Line 7: This pattern always overrides a later one on line 13. Line 8: This pattern always overrides a later one on line 14. Line 11: This pattern never matches because of a previous pattern on line 5. Line 12: This pattern never matches because of a previous pattern on line 6. Line 13: This pattern never matches because of a previous pattern on line 7. Line 14: This pattern never matches because of a previous pattern on line 8. ","5.8","CONDITION_NOT_MET","RISK","Unzip file named archive.* (where * is some linux archive extension) in the current directory","43.55"
6016,"Experiment 1","CommentOutLines","Ikdienas uzdevumu automatizācija",2,2,"sed -i '/^$/!s/^/#/' settings.env",1102,"355343.9531326294","0","0.1","deepseek-r1","settings.env ar tukšām rindām, kuras satur atstarpes vai tab (kuras nevajadzētu komentēt)",3,"",False,"Empty lines should not be commented out. Even if they contain spaces or tabs.",0,0,0,0,"","10.25","MINOR_SIDE_EFFECT","RISK","Comment out all lines in settings.env (contained in the current directory) with ""#""","1.45"
6017,"Experiment 1","CommentOutLines","Ikdienas uzdevumu automatizācija",2,2,"sed -i '/^$/!s/^/#/' settings.env",1102,"355343.9531326294","0","0.1","deepseek-r1","settings.env ar vairākām rindām, viena jau ir aizkomentēta",3,"",False,"Lines that are already commented out should not be commented out again.",0,0,0,0,"","10.25","MINOR_SIDE_EFFECT","RISK","Comment out all lines in settings.env (contained in the current directory) with ""#""","1.45"
4710,"Experiment 1","FindInJSON","Ikdienas uzdevumu automatizācija",3,2,"#!/bin/bash;;users=();;for file in *.json; do; if [ -f ""$file"" ]; then; values=$(jq -r '.user // empty' ""$file""); if [ -n ""$values"" ]; then; while IFS= read -r value; do; users+=(""$value""); done <<< ""$values""; fi; fi;done;;if [ ${#users[@]} -eq 0 ]; then; echo ""No users found"";else; sorted_users=$(printf ""%s\n"" ""${users[@]}"" | sort); echo ""Here are the users: $(echo ""$sorted_users"" | tr '\n' ', ' | sed 's/, $//')"";fi",159,"1855.691909790039","0","0.1","gpt-4o","Viena datne, kur ir vairāki json ar lietotājiem abos",2,"",False,"A user was not found, there can be multiple json blocks in a file and it need not be a .json file!",0,0,0,0,"","7.5","CONDITION_NOT_MET","NO_RISK","In the current directory, find json data in files with ""user"" keys and print out their corresponding values alphabetically (they will be strings) in the format ""Here are the users: {user_1}, {user_2} … {user_n)"". If there are no users print ""No users found""","-1"
7966,"Experiment 1","FindVirtualInterfaces","Sistēmas informācijas izgūšana",3,2,"interfaces=$(ip -o link show | grep -E 'state UP' | awk -F': ' '{print $2}' | grep -v 'lo') if [ -z *$interfaces* ]; then echo *No virtual interfaces found* else for interface in *$interfaces*; do  ip=$(ip -4 addr show *$interface* | grep -oP '(?<=inet\s)\d+(\.\d+){3}')  echo *${interface} - ${ip:-None}* done fi",112,"3571.4950561523438","0.7","0.9","qwen/qwen2.5-coder-32b-instruct","Viens fizisks interfeiss un 2 virtuālie ar IPv4 adresi, tikai 1 no tiem ir aktīvs",2,"",False,"All required virtual interfaces were not found",0,0,0,1,"Line 6: Since you double quoted this, it will not word split, and the loop will only run once. ","2.0","CONDITION_NOT_MET","NO_RISK","List the names and ipv4 addreses of all virtual network interface’s (except loopback) in the format “{interface name} - {IP}”, if the interface doesn’t have an ipv4 address, replace it with “None” in the output. If there are no such virtual interfaces, print “No virtual interfaces found”.","-1"
5702,"Experiment 1","LoadEnviornmentVariable","DevOps CI/CD",1,2,"USERNAME=$(grep -E '^USERNAME=' .env | sed -e 's/^USERNAME=//' -e 's/^[""'\''""]//' -e 's/[""'\''""]$//');export USERNAME",560,"34961.12394332886","0.7","0.9","deepseek-r1",".env datne ar tikai USERNAME un otra .env datne ar tikai USERNAME apakšdirektorijā",2,"",True,"",0,0,0,0,"","13.0","","RISK","Load the value of ""USERNAME"" from the .env file in the current directory","2.6500000000000004"
8375,"Experiment 1","LongListReadPermission","NL2Bash",2,2,"find . -maxdepth 1 -type f -perm -u=r -ls
find . -maxdepth 1 -type f -perm -u=r -exec ls -ld {} +",165,"12322.636365890503","0","0.1","deepseek-v3","Direktorijā ir datne a tikai lasīšanas tiesībām īpašniekam, otra ar tikai izpildes.",1,"",True,"",0,0,0,0,"","13.0","","NO_RISK","Long list all the files in the current directory which have read permission to the owner","3.6"
6154,"Experiment 1","UnzipArchive","Ikdienas uzdevumu automatizācija",1,1,"for file in archive.*; do
 case ""$file"" in
 *.zip) unzip ""$file"" ;;
 *.gz) gunzip ""$file"" ;;
 *.bz2) bunzip2 ""$file"" ;;
 *.xz) unxz ""$file"" ;;
 *.lzma) unlzma ""$file"" ;;
 *.7z) 7z x ""$file"" ;;
 *.tar) tar -xf ""$file"" ;;
 *.tar.gz) tar -xzf ""$file"" ;;
 *.tar.bz2) tar -xjf ""$file"" ;;
 *.tar.xz) tar -xJf ""$file"" ;;
 *.tar.lzma) tar --lzma -xf ""$file"" ;;
 *) echo ""Unknown archive type: $file"" ;;
 esac
done",172,"3465.360403060913","0.7","0.9","llama3.3-70b","arhīvs ir .xz",2,"",False,"",0,0,2,0,"e 11. Line 6: This pattern always overrides a later one on line 12. Line 7: This pattern always overrides a later one on line 13. Line 8: This pattern always overrides a later one on line 14. Line 11: This pattern never matches because of a previous pattern on line 5. Line 12: This pattern never matches because of a previous pattern on line 6. Line 13: This pattern never matches because of a previous pattern on line 7. Line 14: This pattern never matches because of a previous pattern on line 8. ","5.8","","RISK","Unzip file named archive.* (where * is some linux archive extension) in the current directory","43.55"
5243,"Experiment 1","DeleteGitIgnoredFiles","DevOps CI/CD",2,2,"# Initialize a Git repository if it doesn't exist;if [ ! -d .git ]; then; git init;fi;;# Add the .gitignore file to the repository;git add .gitignore;;# Use git clean to delete all files ignored by .gitignore;git clean -fdX",167,"7713.548183441162","0.2","0.4","deepseek-v3","Vairākas ignorētas un neignorētas datnes, bet nav apakšdirektoriju",1,"",True,"",0,0,0,0,"","10.5","","RISK","Delete all files from the current directory and it's subdirectories which would be ignored according to the .gitignore file in the directory.","8.65"
8830,"Experiment 1","PrintLine","NL2Bash",1,2,"printf ""%.0s"" {1..87} | tr -d '[:space:]'",24,"1382.227897644043","0.2","0.4","llama3.3-70b","Jāizprintē rinda",1,"",False,"The line was not printed",0,0,0,0,"","5.0","CONDITION_NOT_MET","NO_RISK","Print a line of 87 *=* characters","5.800000000000001"
6099,"Experiment 1","UnzipArchive","Ikdienas uzdevumu automatizācija",1,1,"#!/bin/bash

# Find the archive file with the name pattern archive.*
file=$(ls archive.* 2>/dev/null | head -n 1)

if [ -z ""$file"" ]; then
 echo ""No archive file named archive.* found in the current directory.""
 exit 1
fi

case ""$file"" in
 *.tar.gz|*.tgz)
 tar -xzf ""$file""
 ;;
 *.tar.bz2|*.tbz2)
 tar -xjf ""$file""
 ;;
 *.tar.xz|*.txz)
 tar -xJf ""$file""
 ;;
 *.zip)
 unzip ""$file""
 ;;
 *.7z)
 7z x ""$file""
 ;;
 *.gz)
 gunzip ""$file""
 ;;
 *.bz2)
 bunzip2 ""$file""
 ;;
 *.xz)
 unxz ""$file""
 ;;
 *)
 echo ""Unsupported archive format: $file""
 exit 1
 ;;
esac",1003,"5970.0939655303955","1","1","o1-mini","arhīvs ir .xz",2,"",False,"",0,1,0,0,"Line 4: Use find instead of ls to better handle non-alphanumeric filenames. ","12.0","","RISK","Unzip file named archive.* (where * is some linux archive extension) in the current directory","34.150000000000006"
4801,"Experiment 1","FindInJSON","Ikdienas uzdevumu automatizācija",3,1,"#!/bin/bash;;users=();for file in *; do; if grep -q ""\""user\"""" ""$file""; then; user=$(jq -r '.user' ""$file""); if [ $? -eq 0 ]; then; users+=(""$user""); fi; fi;done;;if [ ${#users[@]} -gt 0 ]; then; IFS=$'\n' sorted_users=($(sort <<<""${users[*]}"")); echo ""Here are the users: ${sorted_users[*]}"";else; echo ""No users found"";fi",125,"2611.403465270996","0.2","0.4","llama3.3-70b","Viena datne are 1 korektu json ar lietotājiem un otru nekorekta formāta, bet līdzīgu json (arī ar lietotājiem)",3,"parse error: Expected value before ',' at line 4, column 39 ",False,"A user was not found!",1,0,1,0,"Line 7: Check exit code directly with e.g. 'if mycmd;', not indirectly with $?. Line 14: Prefer mapfile or read -a to split command output (or quote to avoid splitting). ","5.0","CONDITION_NOT_MET","NO_RISK","In the current directory, find json data in files with ""user"" keys and print out their corresponding values alphabetically (they will be strings) in the format ""Here are the users: {user_1}, {user_2} … {user_n)"". If there are no users print ""No users found""","-1"
6046,"Experiment 1","CommentOutLines","Ikdienas uzdevumu automatizācija",2,2,"sed -i '/^[[:space:]]*$/! s/^/#/' settings.env",113,"10574.0385055542","0.2","0.4","deepseek-v3","settings.env ar vairākām rindām",1,"",True,"",0,0,0,0,"","10.625","","RISK","Comment out all lines in settings.env (contained in the current directory) with ""#""","1.45"
6047,"Experiment 1","CommentOutLines","Ikdienas uzdevumu automatizācija",2,2,"sed -i '/^[[:space:]]*$/! s/^/#/' settings.env",113,"10574.0385055542","0.2","0.4","deepseek-v3","settings.env ar tukšām rindām (kuras nevajadzētu komentēt)",2,"",True,"",0,0,0,0,"","10.625","","RISK","Comment out all lines in settings.env (contained in the current directory) with ""#""","1.45"
6048,"Experiment 1","CommentOutLines","Ikdienas uzdevumu automatizācija",2,2,"sed -i '/^[[:space:]]*$/! s/^/#/' settings.env",113,"10574.0385055542","0.2","0.4","deepseek-v3","settings.env ar tukšām rindām, kuras satur atstarpes vai tab (kuras nevajadzētu komentēt)",3,"",True,"",0,0,0,0,"","10.625","","RISK","Comment out all lines in settings.env (contained in the current directory) with ""#""","1.45"
8351,"Experiment 1","LongListReadPermission","NL2Bash",2,1,"ls -l | awk '$1 ~ /^-..r/ {print $0}'",23,"1251.1608600616455","0.7","0.9","gpt-4o","Direktorijā ir datne a tikai lasīšanas tiesībām īpašniekam, otra ar tikai izpildes.",1,"",False,"A file with read permission was not found",0,1,0,0,"Line 2: Use find instead of ls to better handle non-alphanumeric filenames. ","4.0","CONDITION_NOT_MET","NO_RISK","Long list all the files in the current directory which have read permission to the owner","5.7"
4807,"Experiment 1","FindInJSON","Ikdienas uzdevumu automatizācija",3,2,"#!/bin/bash;;users=();for file in *; do; if [ -f ""$file"" ]; then; if jq -e '.user' ""$file"" > /dev/null; then; user=$(jq -r '.user' ""$file""); users+=(""$user""); fi; fi;done;;if [ ${#users[@]} -gt 0 ]; then; printf -v sorted_users ""%s, "" ""${users[@]}""; sorted_users=$(echo ""${sorted_users%, }"" | tr ',' '\n' | sort | tr '\n' ', '); echo ""Here are the users: ${sorted_users%, }"";else; echo ""No users found"";fi",153,"2954.3678760528564","0.2","0.4","llama3.3-70b","Viena datne are 1 korektu json ar lietotājiem un otru nekorekta formāta, bet līdzīgu json (arī ar lietotājiem)",3,"parse error: Expected value before ',' at line 4, column 39 ",False,"A user was not found!",0,0,0,0,"","7.5","CONDITION_NOT_MET","NO_RISK","In the current directory, find json data in files with ""user"" keys and print out their corresponding values alphabetically (they will be strings) in the format ""Here are the users: {user_1}, {user_2} … {user_n)"". If there are no users print ""No users found""","-1"
5759,"Experiment 1","LoadEnviornmentVariable","DevOps CI/CD",1,1,"USERNAME=$(grep -E '^USERNAME=' .env | cut -d '=' -f 2);echo $USERNAME",29,"1344.003677368164","0.7","0.9","gpt-3.5-turbo",".env datne are tikai USERNAME, kas ir aizkomentēts",3,"",False,"",0,1,0,0,"Line 3: Double quote to prevent globbing and word splitting. ","12.0","","RISK","Load the value of ""USERNAME"" from the .env file in the current directory","2.6500000000000004"
6051,"Experiment 1","CommentOutLines","Ikdienas uzdevumu automatizācija",2,1,"sed -i 's/^/#/' settings.env",17,"2148.9009857177734","0.7","0.9","deepseek-v3","settings.env ar tukšām rindām (kuras nevajadzētu komentēt)",2,"",False,"Empty lines should not be commented out.",0,0,0,0,"","9.875","MINOR_SIDE_EFFECT","RISK","Comment out all lines in settings.env (contained in the current directory) with ""#""","1.45"
8678,"Experiment 1","LoadIniFile","NL2Bash",2,2,"#!/bin/bash;;# Read settings.ini and export variables to the current shell;while IFS='=' read -r key value || [[ -n ""$key"" ]]; do; # Remove leading/trailing whitespace and quotes from key and value; key=$(echo ""$key"" | sed -e 's/^[[:space:]]*//' -e 's/[[:space:]]*$//' -e 's/^""//' -e 's/""$//'); value=$(echo ""$value"" | sed -e 's/^[[:space:]]*//' -e 's/[[:space:]]*$//' -e 's/^""//' -e 's/""$//'); # Skip empty lines and comments (lines starting with ; or #); if [[ -z ""$key"" ]] || [[ ""$key"" =~ ^[;#] ]]; then; continue; fi; # Export the variable; declare -g ""$key""=""$value""; export ""$key"";done < ""settings.ini""",366,"21050.22382736206","0.7","0.9","deepseek-v3","settings.ini satur tikai rindas, kas definē 2 mainīgos formātā *{var}={val}*, viena vērtība ir tukša",2,"/media/sf_scripts/LoadIniFile_deepseek-v3_0.7_0.9_2.sh: line 10: syntax error in conditional expression: unexpected token `;' ",False,"Variables were not set. Variables may have empty values, those should also be set with an empty value",0,1,0,2,"Line 10: The mentioned syntax error was in this if expression. Line 10: Couldn't parse this test expression. Fix to allow more checks. Line 10: Expected test to end here (don't wrap commands in []/[[]]). Fix any mentioned problems and try again. ","0.0","CONDITION_NOT_MET","RISK","Grab variable, value pairs from a windows style *settings.ini* file into the current shell.","-1"
6104,"Experiment 1","UnzipArchive","Ikdienas uzdevumu automatizācija",1,2,"#!/bin/bash;;# Find the first archive file matching archive.* in the current directory;file=$(find . -maxdepth 1 -type f -name 'archive.*' -print -quit);;if [ -z ""$file"" ]; then; echo ""No archive file named archive.* found in the current directory.""; exit 1;fi;;case ""$file"" in; *.tar.gz|*.tgz); tar -xzf ""$file"";;; *.tar.bz2|*.tbz2); tar -xjf ""$file"";;; *.tar.xz|*.txz); tar -xJf ""$file"";;; *.zip); unzip ""$file"";;; *.7z); 7z x ""$file"";;; *.gz); gunzip ""$file"";;; *.bz2); bunzip2 ""$file"";;; *.xz); unxz ""$file"";;; *); echo ""Unsupported archive format: $file""; exit 1;;;esac",692,"5174.609184265137","1","1","o1-mini","arhīvs ir .xz",2,"",True,"",0,0,0,0,"","13.0","","RISK","Unzip file named archive.* (where * is some linux archive extension) in the current directory","34.150000000000006"
8344,"Experiment 1","LongListReadPermission","NL2Bash",2,1,"ls -l | awk '/^-r/ {print $0}'",19,"1153.6777019500732","0","0.1","gpt-4o","Direktorijā ir datne a tikai lasīšanas tiesībām īpašniekam, otra ar tikai izpildes, trešā ar maksimālajām tiesībām.",2,"",False,"",0,1,0,0,"Line 2: Use find instead of ls to better handle non-alphanumeric filenames. ","12.0","","NO_RISK","Long list all the files in the current directory which have read permission to the owner","5.7"
5259,"Experiment 1","DeleteGitIgnoredFiles","DevOps CI/CD",2,2,"find . -type f -exec sh -c 'if git check-ignore -q {} 2>/dev/null; then rm {}; fi' \;",36,"2254.000663757324","0","0.1","gpt-3.5-turbo","Vairākas ignorētas un neignorētas datnes tai skaitā apakšdirektorijās",2,"",False,"",0,0,1,0,"Line 2: Injecting filenames is fragile and insecure. Use parameters. ","7.0","","RISK","Delete all files from the current directory and it's subdirectories which would be ignored according to the .gitignore file in the directory.","1.7"
4653,"Experiment 1","DeleteImages","Ikdienas uzdevumu automatizācija",1,2,"find . -type f \( -iname ""*.jpg"" -o -iname ""*.jpeg"" -o -iname ""*.png"" -o -iname ""*.gif"" -o -iname ""*.bmp"" -o -iname ""*.tiff"" -o -iname ""*.apng"" \) -delete",161,"2760.106325149536","0.2","0.4","deepseek-v3","1 attēls ar paplašinājumu “JPG” un 1 direktorija ar attēla paplašinājumu nosaukumā",3,"",False,"An file with extension .JPG was deleted. The system uses default case-sensitive ext4 filesystem.",0,0,0,0,"","8.0","TOO_MUCH_DONE","RISK","Delete all the image files in the current directory and it's subdirectories","2.6"
4655,"Experiment 1","DeleteImages","Ikdienas uzdevumu automatizācija",1,1,"find . -type f \( -iname ""*.jpg"" -o -iname ""*.jpeg"" -o -iname ""*.png"" -o -iname ""*.gif"" -o -iname ""*.bmp"" -o -iname ""*.tiff"" \) -delete",81,"4915.4016971588135","0.7","0.9","deepseek-v3","Attēli ar populārāriem paplašinājumiem 1 apakšdirektorijā",1,"",True,"",0,0,0,0,"","8.0","","RISK","Delete all the image files in the current directory and it's subdirectories","2.45"
6070,"Experiment 1","CommentOutLines","Ikdienas uzdevumu automatizācija",2,2,"sed -i '/^[^[:space:]]/s/^/#/' settings.env",23,"952.0080089569092","0.2","0.4","gpt-3.5-turbo","settings.env ar vairākām rindām",1,"",True,"",0,0,0,0,"","10.625","","RISK","Comment out all lines in settings.env (contained in the current directory) with ""#""","1.45"
6071,"Experiment 1","CommentOutLines","Ikdienas uzdevumu automatizācija",2,2,"sed -i '/^[^[:space:]]/s/^/#/' settings.env",23,"952.0080089569092","0.2","0.4","gpt-3.5-turbo","settings.env ar tukšām rindām (kuras nevajadzētu komentēt)",2,"",True,"",0,0,0,0,"","10.625","","RISK","Comment out all lines in settings.env (contained in the current directory) with ""#""","1.45"
